location,iso3,i.iso3,year,scenario,htn_target_scenario,who_region,deaths_baseline,deaths_intervention,deaths_averted,avg_age_of_death_averted,population,adult_population,avg_adult_age,age_ref_5y,le_avg_adult,le_avg_adult_disc,life_years_gained_undisc,life_years_gained_disc,gni_pc_ppp,gni_pc_usa,vsl_e1_0,vsl_e1_2,vsl_e1_5,vsly_e1_0,vsly_e1_2,vsly_e1_5,economic_value_e1_0,economic_value_e1_2,economic_value_e1_5,vsly_value_e1_0,vsly_value_e1_2,vsly_value_e1_5,disc_r1,disc_r3,disc_r5,gni_pc_disc_r3,economic_value_e1_2_disc_r3,vsly_value_e1_2_disc_r3,economic_value_e1_5_disc_r3,vsly_value_e1_5_disc_r3
Afghanistan,AFG,AFG,2019,all_interventions,aim1,Eastern Mediterranean,61872.0438487312,61872.0438487312,0,68.952380952381,37856121,17520405.160575,36.8743691427444,35,37.5738,22.3550248084573,-7.04520175531798e-12,-5.67261378786122e-12,,69579.6452875992,,,,,,,,,,,,,1.07213535210701,1.22987386542487,1.40710042265625,,,,,
Afghanistan,AFG,AFG,2019,bp_combined,aim1,Eastern Mediterranean,61872.0438487312,61872.0438487312,0,68.952380952381,37856121,17520405.160575,36.8743691427444,35,37.5738,22.3550248084573,-7.04520175531798e-12,-5.67261378786122e-12,,69579.6452875992,,,,,,,,,,,,,1.07213535210701,1.22987386542487,1.40710042265625,,,,,
Afghanistan,AFG,AFG,2019,bp_diabetes_only,aim1,Eastern Mediterranean,61872.0438487312,61872.0438487312,0,68.952380952381,37856121,17520405.160575,36.8743691427444,35,37.5738,22.3550248084573,-7.04520175531798e-12,-5.67261378786122e-12,,69579.6452875992,,,,,,,,,,,,,1.07213535210701,1.22987386542487,1.40710042265625,,,,,
Afghanistan,AFG,AFG,2019,bp_no_diabetes_only,aim1,Eastern Mediterranean,61872.0438487312,61872.0438487312,0,68.952380952381,37856121,17520405.160575,36.8743691427444,35,37.5738,22.3550248084573,-7.04520175531798e-12,-5.67261378786122e-12,,69579.6452875992,,,,,,,,,,,,,1.07213535210701,1.22987386542487,1.40710042265625,,,,,
Afghanistan,AFG,AFG,2019,statins_only,aim1,Eastern Mediterranean,61872.0438487312,61872.0438487312,0,,37856121,17520405.160575,36.8743691427444,35,37.5738,22.3550248084573,0,0,,69579.6452875992,,,,,,,,,,,,,1.07213535210701,1.22987386542487,1.40710042265625,,,,,
Afghanistan,AFG,AFG,2020,all_interventions,aim1,Eastern Mediterranean,68730.4392445395,68730.4392445395,0,81,39068979,18247984.0808082,36.864136749251,35,37.5738,22.3550248084573,-2.11252881854307e-13,-3.08421777967407e-13,2817.99602169091,67458.3291222666,450879.363470546,238913.844845528,92153.6955890527,11999.8340191981,6358.52229067936,2452.60515542885,0,0,0,-2.53499951832896e-09,-1.34325615824087e-09,-5.18119907135077e-10,1.061520150601,1.194052296529,1.340095640625,3364.83462130962,0,-1.60391810057423e-09,0,-6.18662264992031e-10
Afghanistan,AFG,AFG,2020,bp_combined,aim1,Eastern Mediterranean,68730.4392445395,68730.4392445395,0,81,39068979,18247984.0808082,36.864136749251,35,37.5738,22.3550248084573,-2.11252881854307e-13,-3.08421777967407e-13,2817.99602169091,67458.3291222666,450879.363470546,238913.844845528,92153.6955890527,11999.8340191981,6358.52229067936,2452.60515542885,0,0,0,-2.53499951832896e-09,-1.34325615824087e-09,-5.18119907135077e-10,1.061520150601,1.194052296529,1.340095640625,3364.83462130962,0,-1.60391810057423e-09,0,-6.18662264992031e-10
Afghanistan,AFG,AFG,2020,bp_diabetes_only,aim1,Eastern Mediterranean,68730.4392445395,68730.4392445395,0,81,39068979,18247984.0808082,36.864136749251,35,37.5738,22.3550248084573,-2.11252881854307e-13,-3.08421777967407e-13,2817.99602169091,67458.3291222666,450879.363470546,238913.844845528,92153.6955890527,11999.8340191981,6358.52229067936,2452.60515542885,0,0,0,-2.53499951832896e-09,-1.34325615824087e-09,-5.18119907135077e-10,1.061520150601,1.194052296529,1.340095640625,3364.83462130962,0,-1.60391810057423e-09,0,-6.18662264992031e-10
Afghanistan,AFG,AFG,2020,bp_no_diabetes_only,aim1,Eastern Mediterranean,68730.4392445395,68730.4392445395,0,81,39068979,18247984.0808082,36.864136749251,35,37.5738,22.3550248084573,-2.11252881854307e-13,-3.08421777967407e-13,2817.99602169091,67458.3291222666,450879.363470546,238913.844845528,92153.6955890527,11999.8340191981,6358.52229067936,2452.60515542885,0,0,0,-2.53499951832896e-09,-1.34325615824087e-09,-5.18119907135077e-10,1.061520150601,1.194052296529,1.340095640625,3364.83462130962,0,-1.60391810057423e-09,0,-6.18662264992031e-10
Afghanistan,AFG,AFG,2020,statins_only,aim1,Eastern Mediterranean,68730.4392445395,68730.4392445395,0,,39068979,18247984.0808082,36.864136749251,35,37.5738,22.3550248084573,0,0,2817.99602169091,67458.3291222666,450879.363470546,238913.844845528,92153.6955890527,11999.8340191981,6358.52229067936,2452.60515542885,0,0,0,0,0,0,1.061520150601,1.194052296529,1.340095640625,3364.83462130962,0,0,0,0
Afghanistan,AFG,AFG,2021,all_interventions,aim1,Eastern Mediterranean,70201.6299597642,70201.6299597642,0,56.953488372093,40000412,18985598.8620003,36.8641581706812,35,37.5738,22.3550248084573,-1.16388704896053e-11,-9.03629572595199e-12,2157.11181691798,71767.0587898046,345137.890706877,171230.901272802,59836.5293521583,9185.59982506099,4557.18881967759,1592.5067294806,0,0,0,-1.06910006733226e-07,-5.30405304689048e-08,-1.85349795782497e-08,1.0510100501,1.1592740743,1.2762815625,2500.68380471918,0,-6.14885118597206e-08,0,-2.14871212927448e-08
Afghanistan,AFG,AFG,2021,bp_combined,aim1,Eastern Mediterranean,70201.6299597642,70201.6299597642,0,56.953488372093,40000412,18985598.8620003,36.8641581706812,35,37.5738,22.3550248084573,-1.16388704896053e-11,-9.03629572595199e-12,2157.11181691798,71767.0587898046,345137.890706877,171230.901272802,59836.5293521583,9185.59982506099,4557.18881967759,1592.5067294806,0,0,0,-1.06910006733226e-07,-5.30405304689048e-08,-1.85349795782497e-08,1.0510100501,1.1592740743,1.2762815625,2500.68380471918,0,-6.14885118597206e-08,0,-2.14871212927448e-08
Afghanistan,AFG,AFG,2021,bp_diabetes_only,aim1,Eastern Mediterranean,70201.6299597642,70201.6299597642,0,56.953488372093,40000412,18985598.8620003,36.8641581706812,35,37.5738,22.3550248084573,-1.16388704896053e-11,-9.03629572595199e-12,2157.11181691798,71767.0587898046,345137.890706877,171230.901272802,59836.5293521583,9185.59982506099,4557.18881967759,1592.5067294806,0,0,0,-1.06910006733226e-07,-5.30405304689048e-08,-1.85349795782497e-08,1.0510100501,1.1592740743,1.2762815625,2500.68380471918,0,-6.14885118597206e-08,0,-2.14871212927448e-08
Afghanistan,AFG,AFG,2021,bp_no_diabetes_only,aim1,Eastern Mediterranean,70201.6299597642,70201.6299597642,0,56.953488372093,40000412,18985598.8620003,36.8641581706812,35,37.5738,22.3550248084573,-1.16388704896053e-11,-9.03629572595199e-12,2157.11181691798,71767.0587898046,345137.890706877,171230.901272802,59836.5293521583,9185.59982506099,4557.18881967759,1592.5067294806,0,0,0,-1.06910006733226e-07,-5.30405304689048e-08,-1.85349795782497e-08,1.0510100501,1.1592740743,1.2762815625,2500.68380471918,0,-6.14885118597206e-08,0,-2.14871212927448e-08
Afghanistan,AFG,AFG,2021,statins_only,aim1,Eastern Mediterranean,70201.6299597642,70201.6299597642,0,,40000412,18985598.8620003,36.8641581706812,35,37.5738,22.3550248084573,0,0,2157.11181691798,71767.0587898046,345137.890706877,171230.901272802,59836.5293521583,9185.59982506099,4557.18881967759,1592.5067294806,0,0,0,0,0,0,1.0510100501,1.1592740743,1.2762815625,2500.68380471918,0,0,0,0
Afghanistan,AFG,AFG,2022,all_interventions,aim1,Eastern Mediterranean,72188.729239895,72188.729239895,0,69.2784810126582,40578842,19724125.2336639,36.8886472250962,35,37.5738,22.3550248084573,-1.27532103988415e-11,-1.04556321677099e-11,1979.53034931513,73500.5148765247,316724.855890421,153722.169062904,51977.8173663621,8429.4070839367,4091.2063475854,1383.35269167244,0,0,0,-1.0750200207893e-07,-5.21760153358324e-08,-1.76421879327024e-08,1.04060401,1.12550881,1.21550625,2227.97884781656,0,-5.87245649311745e-08,0,-1.98564379459322e-08
Afghanistan,AFG,AFG,2022,bp_combined,aim1,Eastern Mediterranean,72188.729239895,72188.729239895,0,69.2784810126582,40578842,19724125.2336639,36.8886472250962,35,37.5738,22.3550248084573,-1.27532103988415e-11,-1.04556321677099e-11,1979.53034931513,73500.5148765247,316724.855890421,153722.169062904,51977.8173663621,8429.4070839367,4091.2063475854,1383.35269167244,0,0,0,-1.0750200207893e-07,-5.21760153358324e-08,-1.76421879327024e-08,1.04060401,1.12550881,1.21550625,2227.97884781656,0,-5.87245649311745e-08,0,-1.98564379459322e-08
Afghanistan,AFG,AFG,2022,bp_diabetes_only,aim1,Eastern Mediterranean,72188.729239895,72188.729239895,0,69.2784810126582,40578842,19724125.2336639,36.8886472250962,35,37.5738,22.3550248084573,-1.27532103988415e-11,-1.04556321677099e-11,1979.53034931513,73500.5148765247,316724.855890421,153722.169062904,51977.8173663621,8429.4070839367,4091.2063475854,1383.35269167244,0,0,0,-1.0750200207893e-07,-5.21760153358324e-08,-1.76421879327024e-08,1.04060401,1.12550881,1.21550625,2227.97884781656,0,-5.87245649311745e-08,0,-1.98564379459322e-08
Afghanistan,AFG,AFG,2022,bp_no_diabetes_only,aim1,Eastern Mediterranean,72188.729239895,72188.729239895,0,69.2784810126582,40578842,19724125.2336639,36.8886472250962,35,37.5738,22.3550248084573,-1.27532103988415e-11,-1.04556321677099e-11,1979.53034931513,73500.5148765247,316724.855890421,153722.169062904,51977.8173663621,8429.4070839367,4091.2063475854,1383.35269167244,0,0,0,-1.0750200207893e-07,-5.21760153358324e-08,-1.76421879327024e-08,1.04060401,1.12550881,1.21550625,2227.97884781656,0,-5.87245649311745e-08,0,-1.98564379459322e-08
Afghanistan,AFG,AFG,2022,statins_only,aim1,Eastern Mediterranean,72188.729239895,72188.729239895,0,,40578842,19724125.2336639,36.8886472250962,35,37.5738,22.3550248084573,0,0,1979.53034931513,73500.5148765247,316724.855890421,153722.169062904,51977.8173663621,8429.4070839367,4091.2063475854,1383.35269167244,0,0,0,0,0,0,1.04060401,1.12550881,1.21550625,2227.97884781656,0,0,0,0
Afghanistan,AFG,AFG,2023,all_interventions,aim1,Eastern Mediterranean,74668.4078516724,74668.4078516724,0,1.66666666666667,41454761,20460333.0205689,36.9185706755105,35,37.5738,22.3550248084573,-4.48848140877089e-12,-2.85956023548878e-12,2050.8664396012,74136.3707949527,328138.630336192,160117.415801064,54577.0916743747,8733.17658411425,4261.41129726202,1452.53053123119,0,0,0,-3.91987007373101e-08,-1.91272653828868e-08,-6.51965628510333e-09,1.030301,1.092727,1.157625,2241.0371319461,0,-2.09008793200458e-08,0,-7.1242044534521e-09
Afghanistan,AFG,AFG,2023,bp_combined,aim1,Eastern Mediterranean,74668.4078516724,74668.4078516724,0,1.66666666666667,41454761,20460333.0205689,36.9185706755105,35,37.5738,22.3550248084573,-4.48848140877089e-12,-2.85956023548878e-12,2050.8664396012,74136.3707949527,328138.630336192,160117.415801064,54577.0916743747,8733.17658411425,4261.41129726202,1452.53053123119,0,0,0,-3.91987007373101e-08,-1.91272653828868e-08,-6.51965628510333e-09,1.030301,1.092727,1.157625,2241.0371319461,0,-2.09008793200458e-08,0,-7.1242044534521e-09
Afghanistan,AFG,AFG,2023,bp_diabetes_only,aim1,Eastern Mediterranean,74668.4078516724,74668.4078516724,0,1.66666666666667,41454761,20460333.0205689,36.9185706755105,35,37.5738,22.3550248084573,-4.48848140877089e-12,-2.85956023548878e-12,2050.8664396012,74136.3707949527,328138.630336192,160117.415801064,54577.0916743747,8733.17658411425,4261.41129726202,1452.53053123119,0,0,0,-3.91987007373101e-08,-1.91272653828868e-08,-6.51965628510333e-09,1.030301,1.092727,1.157625,2241.0371319461,0,-2.09008793200458e-08,0,-7.1242044534521e-09
Afghanistan,AFG,AFG,2023,bp_no_diabetes_only,aim1,Eastern Mediterranean,74668.4078516724,74668.4078516724,0,1.66666666666667,41454761,20460333.0205689,36.9185706755105,35,37.5738,22.3550248084573,-4.48848140877089e-12,-2.85956023548878e-12,2050.8664396012,74136.3707949527,328138.630336192,160117.415801064,54577.0916743747,8733.17658411425,4261.41129726202,1452.53053123119,0,0,0,-3.91987007373101e-08,-1.91272653828868e-08,-6.51965628510333e-09,1.030301,1.092727,1.157625,2241.0371319461,0,-2.09008793200458e-08,0,-7.1242044534521e-09
Afghanistan,AFG,AFG,2023,statins_only,aim1,Eastern Mediterranean,74668.4078516724,74668.4078516724,0,,41454761,20460333.0205689,36.9185706755105,35,37.5738,22.3550248084573,0,0,2050.8664396012,74136.3707949527,328138.630336192,160117.415801064,54577.0916743747,8733.17658411425,4261.41129726202,1452.53053123119,0,0,0,0,0,0,1.030301,1.092727,1.157625,2241.0371319461,0,0,0,0
Afghanistan,AFG,AFG,2024,all_interventions,aim1,Eastern Mediterranean,77212.9178771117,77212.9178771117,0,91.7272727272727,42647492,21221900.161761,36.9917068098733,35,37.5738,22.3550248084573,3.52423512595124e-13,-2.71782957637701e-13,,74136.3707949527,,,,,,,,,,,,,1.0201,1.0609,1.1025,,,,,
Afghanistan,AFG,AFG,2024,bp_combined,aim1,Eastern Mediterranean,77212.9178771117,77212.9178771117,0,91.7272727272727,42647492,21221900.161761,36.9917068098733,35,37.5738,22.3550248084573,3.52423512595124e-13,-2.71782957637701e-13,,74136.3707949527,,,,,,,,,,,,,1.0201,1.0609,1.1025,,,,,
Afghanistan,AFG,AFG,2024,bp_diabetes_only,aim1,Eastern Mediterranean,77212.9178771117,77212.9178771117,0,91.7272727272727,42647492,21221900.161761,36.9917068098733,35,37.5738,22.3550248084573,3.52423512595124e-13,-2.71782957637701e-13,,74136.3707949527,,,,,,,,,,,,,1.0201,1.0609,1.1025,,,,,
Afghanistan,AFG,AFG,2024,bp_no_diabetes_only,aim1,Eastern Mediterranean,77212.9178771117,77212.9178771117,0,91.7272727272727,42647492,21221900.161761,36.9917068098733,35,37.5738,22.3550248084573,3.52423512595124e-13,-2.71782957637701e-13,,74136.3707949527,,,,,,,,,,,,,1.0201,1.0609,1.1025,,,,,
Afghanistan,AFG,AFG,2024,statins_only,aim1,Eastern Mediterranean,77212.9178771117,77212.9178771117,0,,42647492,21221900.161761,36.9917068098733,35,37.5738,22.3550248084573,0,0,,74136.3707949527,,,,,,,,,,,,,1.0201,1.0609,1.1025,,,,,
Afghanistan,AFG,AFG,2025,all_interventions,aim1,Eastern Mediterranean,79848.607586409,79848.607586409,0,78.0980392156863,43844111.5,21993715.5570463,37.0783255511055,35,37.5738,22.3550248084573,-1.02434540849572e-11,-9.62935458053759e-12,,74136.3707949527,,,,,,,,,,,,,1.01,1.03,1.05,,,,,
Afghanistan,AFG,AFG,2025,bp_combined,aim1,Eastern Mediterranean,79848.607586409,79848.607586409,0,78.0980392156863,43844111.5,21993715.5570463,37.0783255511055,35,37.5738,22.3550248084573,-1.02434540849572e-11,-9.62935458053759e-12,,74136.3707949527,,,,,,,,,,,,,1.01,1.03,1.05,,,,,
Afghanistan,AFG,AFG,2025,bp_diabetes_only,aim1,Eastern Mediterranean,79848.607586409,79848.607586409,0,78.0980392156863,43844111.5,21993715.5570463,37.0783255511055,35,37.5738,22.3550248084573,-1.02434540849572e-11,-9.62935458053759e-12,,74136.3707949527,,,,,,,,,,,,,1.01,1.03,1.05,,,,,
Afghanistan,AFG,AFG,2025,bp_no_diabetes_only,aim1,Eastern Mediterranean,79848.607586409,79848.607586409,0,78.0980392156863,43844111.5,21993715.5570463,37.0783255511055,35,37.5738,22.3550248084573,-1.02434540849572e-11,-9.62935458053759e-12,,74136.3707949527,,,,,,,,,,,,,1.01,1.03,1.05,,,,,
Afghanistan,AFG,AFG,2025,statins_only,aim1,Eastern Mediterranean,79848.607586409,79848.607586409,0,,43844111.5,21993715.5570463,37.0783255511055,35,37.5738,22.3550248084573,0,0,,74136.3707949527,,,,,,,,,,,,,1.01,1.03,1.05,,,,,
Afghanistan,AFG,AFG,2026,all_interventions,aim1,Eastern Mediterranean,82594.7556310192,81665.8819870243,928.873643994957,69.3921670112438,45047068.5,22774948.6551912,37.1775432510581,35,37.645,22.3781053147997,12183.8597840401,9409.67612752856,,75186.4097436074,,,,,,,,,,,,,1,1,1,,,,,
