scenario_id,location,sex,subgroup,baseline_year,scaleup_start_year,target_year,population_2025,htn_population_2025,diabetes_share_among_htn_assumed,baseline_control,target_control,annual_control_increment,controlled_2025,controlled_2030,additional_controlled_2030,allocation_method,control_gap_requested,control_gap_used
baseline,Sierra Leone,Male,htn_diabetes,2025,2026,2030,2334667.5,135910.659218321,0.193602656141489,0.182760145985458,0.182760145985458,0,24839.0519197202,24839.0519197202,0,inactive_at_baseline,0.15,0.15
baseline,Singapore,Female,htn_diabetes,2025,2026,2030,2395676,247563.507051972,0.371503254726392,0.48944829443916,0.48944829443916,0,121169.536291965,121169.536291965,0,inactive_at_baseline,0.15,0.15
baseline,Singapore,Male,htn_diabetes,2025,2026,2030,2562175.5,246192.350116334,0.297868720081017,0.467607399398066,0.467607399398066,0,115121.364589597,115121.364589597,0,inactive_at_baseline,0.15,0.15
baseline,Slovakia,Female,htn_diabetes,2025,2026,2030,2275438,359561.86584607,0.349446185070638,0.503510325238567,0.503510325238567,0,181043.112015541,181043.112015541,0,inactive_at_baseline,0.15,0.15
baseline,Slovakia,Male,htn_diabetes,2025,2026,2030,2117869,276079.045920549,0.263143720936775,0.41075268042934,0.41075268042934,0,113400.20812224,113400.20812224,0,inactive_at_baseline,0.15,0.15
baseline,Slovenia,Female,htn_diabetes,2025,2026,2030,859407,153280.898096121,0.356416472902356,0.380533388214262,0.380533388214262,0,58328.4995010417,58328.4995010417,0,inactive_at_baseline,0.15,0.15
baseline,Slovenia,Male,htn_diabetes,2025,2026,2030,861169,126406.039694231,0.274331534142191,0.291725039807303,0.291725039807303,0,36875.8069616832,36875.8069616832,0,inactive_at_baseline,0.15,0.15
baseline,Solomon Islands,Female,htn_diabetes,2025,2026,2030,228074,24428.0483978929,0.424299705928496,0.160450994477478,0.160450994477478,0,3919.50465858587,3919.50465858587,0,inactive_at_baseline,0.15,0.15
baseline,Solomon Islands,Male,htn_diabetes,2025,2026,2030,234705.5,16446.6316792022,0.367283863757135,0.14263190239399,0.14263190239399,0,2345.81436437788,2345.81436437788,0,inactive_at_baseline,0.15,0.14263190239399
baseline,Somalia,Female,htn_diabetes,2025,2026,2030,4470604,308364.376614498,0.241471197041762,0.215385896939893,0.215385896939893,0,66417.3378414244,66417.3378414244,0,inactive_at_baseline,0.15,0.15
baseline,Somalia,Male,htn_diabetes,2025,2026,2030,4350733.5,218289.930625808,0.191475914198618,0.209630891466071,0.209630891466071,0,45760.3127551548,45760.3127551548,0,inactive_at_baseline,0.15,0.15
baseline,South Africa,Female,htn_diabetes,2025,2026,2030,22788012.5,3020840.9223067,0.341997697297961,0.397884084107648,0.397884084107648,0,1201944.52360691,1201944.52360691,0,inactive_at_baseline,0.15,0.15
baseline,South Africa,Male,htn_diabetes,2025,2026,2030,20943438,2179041.20969039,0.274838236095065,0.273153840537442,0.273153840537442,0,595213.475116285,595213.475116285,0,inactive_at_baseline,0.15,0.15
baseline,South Sudan,Female,htn_diabetes,2025,2026,2030,3278193.5,265428.31880609,0.284661785851502,0.239116556858166,0.239116556858166,0,63468.3056855638,63468.3056855638,0,inactive_at_baseline,0.15,0.15
baseline,South Sudan,Male,htn_diabetes,2025,2026,2030,3017458,154761.608132345,0.197279025071392,0.213156635511536,0.213156635511536,0,32988.4636958454,32988.4636958454,0,inactive_at_baseline,0.15,0.15
baseline,Spain,Female,htn_diabetes,2025,2026,2030,20446366.5,2288280.36352491,0.355179126396273,0.441921221859733,0.441921221859733,0,1011239.65420656,1011239.65420656,0,inactive_at_baseline,0.15,0.15
baseline,Spain,Male,htn_diabetes,2025,2026,2030,19337635.5,2192494.14632956,0.288945765414306,0.401769784876729,0.401769784876729,0,880877.901514315,880877.901514315,0,inactive_at_baseline,0.15,0.15
baseline,Sri Lanka,Female,htn_diabetes,2025,2026,2030,8807415.5,1311179.3222086,0.403182545366129,0.265304289826224,0.265304289826224,0,347861.498913383,347861.498913383,0,inactive_at_baseline,0.15,0.15
baseline,Sri Lanka,Male,htn_diabetes,2025,2026,2030,7935572.5,895979.740124977,0.340734110316281,0.228527551647341,0.228527551647341,0,204756.056336382,204756.056336382,0,inactive_at_baseline,0.15,0.15
baseline,Sudan,Female,htn_diabetes,2025,2026,2030,13583720,1184914.8702798,0.246149318468432,0.209834860706194,0.209834860706194,0,248636.446753861,248636.446753861,0,inactive_at_baseline,0.15,0.15
baseline,Sudan,Male,htn_diabetes,2025,2026,2030,12819208,776680.639033869,0.190670970782476,0.185431919418285,0.185431919418285,0,144021.38167107,144021.38167107,0,inactive_at_baseline,0.15,0.15
baseline,Suriname,Female,htn_diabetes,2025,2026,2030,219111,29524.1084301017,0.339029613763467,0.338453547936338,0.338453547936338,0,9992.53924782505,9992.53924782505,0,inactive_at_baseline,0.15,0.15
baseline,Suriname,Male,htn_diabetes,2025,2026,2030,214766.5,24845.1205403189,0.304872115663374,0.285676751654258,0.285676751654258,0,7097.67333041677,7097.67333041677,0,inactive_at_baseline,0.15,0.15
baseline,Sweden,Female,htn_diabetes,2025,2026,2030,4175905,522756.876232944,0.382115805819252,0.284852108868395,0.284852108868395,0,148908.398620409,148908.398620409,0,inactive_at_baseline,0.15,0.15
baseline,Sweden,Male,htn_diabetes,2025,2026,2030,4190666,602919.005405549,0.361102498203853,0.300536244696627,0.300536244696627,0,181199.013740809,181199.013740809,0,inactive_at_baseline,0.15,0.15
baseline,Switzerland,Female,htn_diabetes,2025,2026,2030,3688081,352492.369535524,0.383527517125472,0.486752980222715,0.486752980222715,0,171576.711377183,171576.711377183,0,inactive_at_baseline,0.15,0.15
baseline,Switzerland,Male,htn_diabetes,2025,2026,2030,3588272,411103.639229757,0.351857263970383,0.449054757586823,0.449054757586823,0,184608.045057379,184608.045057379,0,inactive_at_baseline,0.15,0.15
baseline,Syrian Arab Republic,Female,htn_diabetes,2025,2026,2030,8069505.5,771281.458041345,0.320993215492518,0.346998128113878,0.346998128113878,0,267633.222189289,267633.222189289,0,inactive_at_baseline,0.15,0.15
baseline,Syrian Arab Republic,Male,htn_diabetes,2025,2026,2030,7875258.5,596913.310855204,0.229186084508026,0.281180559564571,0.281180559564571,0,167840.418757807,167840.418757807,0,inactive_at_baseline,0.15,0.15
baseline,Tajikistan,Female,htn_diabetes,2025,2026,2030,3167650.5,326800.580931167,0.314158236598512,0.201150977173891,0.201150977173891,0,65736.2561952995,65736.2561952995,0,inactive_at_baseline,0.15,0.15
baseline,Tajikistan,Male,htn_diabetes,2025,2026,2030,2938682.5,318272.052849047,0.256311984585067,0.164129950909337,0.164129950909337,0,52237.9764099279,52237.9764099279,0,inactive_at_baseline,0.15,0.15
baseline,Tanzania,Female,htn_diabetes,2025,2026,2030,17724197,1088208.1190059,0.228976418407545,0.195656267177352,0.195656267177352,0,212914.738476782,212914.738476782,0,inactive_at_baseline,0.15,0.15
