scenario_id,location,sex,subgroup,baseline_year,scaleup_start_year,target_year,population_2025,htn_population_2025,diabetes_share_among_htn_assumed,baseline_control,target_control,annual_control_increment,controlled_2025,controlled_2030,additional_controlled_2030,allocation_method,control_gap_requested,control_gap_used
baseline,Bosnia and Herzegovina,Female,htn_no_diabetes,2025,2026,2030,1388219.5,420347.407066761,0.425453090826479,0.150863642284951,0.150863642284951,0,63415.1408551266,63415.1408551266,0,inactive_at_baseline,0.15,0.15
baseline,Bosnia and Herzegovina,Male,htn_no_diabetes,2025,2026,2030,1220047.5,410112.214819973,0.336845171043919,0.0667683505255211,0.0667683505255211,0,27382.5161138977,27382.5161138977,0,inactive_at_baseline,0.15,0.15
baseline,Botswana,Female,htn_no_diabetes,2025,2026,2030,782811.5,207594.677842983,0.293933190652956,0.180188575844868,0.180188575844868,0,37406.1893535012,37406.1893535012,0,inactive_at_baseline,0.15,0.15
baseline,Botswana,Male,htn_no_diabetes,2025,2026,2030,766563.5,190009.397851541,0.246620828656797,0.0960467104251353,0.0960467104251353,0,18249.7776135013,18249.7776135013,0,inactive_at_baseline,0.15,0.15
baseline,Brazil,Female,htn_no_diabetes,2025,2026,2030,82212314,25230752.8649264,0.257009028781802,0.350893876411035,0.350893876411035,0,8853316.67754283,8853316.67754283,0,inactive_at_baseline,0.15,0.15
baseline,Brazil,Male,htn_no_diabetes,2025,2026,2030,77657112,28534883.3458372,0.194808957901381,0.251572145666599,0.251572145666599,0,7178581.82965837,7178581.82965837,0,inactive_at_baseline,0.15,0.15
baseline,Brunei Darussalam,Female,htn_no_diabetes,2025,2026,2030,160698,41980.1082343351,0.356302839443615,0.296359015102259,0.296359015102259,0,12441.1835302138,12441.1835302138,0,inactive_at_baseline,0.15,0.15
baseline,Brunei Darussalam,Male,htn_no_diabetes,2025,2026,2030,184517.5,51967.1577794433,0.324077136517538,0.207018799684744,0.207018799684744,0,10758.1786265281,10758.1786265281,0,inactive_at_baseline,0.15,0.15
baseline,Bulgaria,Female,htn_no_diabetes,2025,2026,2030,2859678,920975.794401197,0.361934847598705,0.226625499307954,0.226625499307954,0,208716.599256711,208716.599256711,0,inactive_at_baseline,0.15,0.15
baseline,Bulgaria,Male,htn_no_diabetes,2025,2026,2030,2608251.5,1003358.39649747,0.272241196030903,0.1433680679864,0.1433680679864,0,143849.554803774,143849.554803774,0,inactive_at_baseline,0.15,0.15
baseline,Burkina Faso,Female,htn_no_diabetes,2025,2026,2030,6083031.5,1068253.29577812,0.252946997604433,0.0736244991109181,0.0736244991109181,0,78649.6138252513,78649.6138252513,0,inactive_at_baseline,0.15,0.15
baseline,Burkina Faso,Male,htn_no_diabetes,2025,2026,2030,5816630.5,1010369.36416648,0.193321346416144,0.0301935190658199,0.0301935190658199,0,30506.6066604808,30506.6066604808,0,inactive_at_baseline,0.15,0.15
baseline,Burundi,Female,htn_no_diabetes,2025,2026,2030,3398525,681521.010767101,0.231856717435163,0.0980385664986786,0.0980385664986786,0,66815.3429343371,66815.3429343371,0,inactive_at_baseline,0.15,0.15
baseline,Burundi,Male,htn_no_diabetes,2025,2026,2030,3266953,669405.384353913,0.184630148223236,0.0644758593666175,0.0644758593666175,0,43160.4874208594,43160.4874208594,0,inactive_at_baseline,0.15,0.15
baseline,Cabo Verde,Female,htn_no_diabetes,2025,2026,2030,177016,41117.6807120882,0.346833969216931,0.142446078994336,0.142446078994336,0,5857.05239477802,5857.05239477802,0,inactive_at_baseline,0.15,0.15
baseline,Cabo Verde,Male,htn_no_diabetes,2025,2026,2030,181185,55957.3929878444,0.227310649083238,0.0514624425871585,0.0514624425871585,0,2879.704123964,2879.704123964,0,inactive_at_baseline,0.15,0.15
baseline,Cambodia,Female,htn_no_diabetes,2025,2026,2030,5871047,868408.998586203,0.314526753106943,0.218429312744207,0.218429312744207,0,189685.980742069,189685.980742069,0,inactive_at_baseline,0.15,0.15
baseline,Cambodia,Male,htn_no_diabetes,2025,2026,2030,5384942,852358.703778167,0.259523574134363,0.125471480681264,0.125471480681264,0,106946.708634609,106946.708634609,0,inactive_at_baseline,0.15,0.15
baseline,Cameroon,Female,htn_no_diabetes,2025,2026,2030,7586438,1576156.08141369,0.259906861178751,0.0636523405194033,0.0636523405194033,0,100326.023605873,100326.023605873,0,inactive_at_baseline,0.15,0.15
baseline,Cameroon,Male,htn_no_diabetes,2025,2026,2030,7383628,1487301.3677411,0.206691765282523,0.0123528952911169,0.0123528952911169,0,18372.4780620408,18372.4780620408,0,inactive_at_baseline,0.15,0.15
baseline,Canada,Female,htn_no_diabetes,2025,2026,2030,16404298,2842177.02881736,0.334144775627451,0.518762446381986,0.518762446381986,0,1474414.70851998,1474414.70851998,0,inactive_at_baseline,0.15,0.15
baseline,Canada,Male,htn_no_diabetes,2025,2026,2030,15954765.5,3082816.22309171,0.328321706513712,0.591223735382266,0.591223735382266,0,1822634.12291333,1822634.12291333,0,inactive_at_baseline,0.15,0.15
baseline,Central African Republic,Female,htn_no_diabetes,2025,2026,2030,1259422.5,260999.951941085,0.284233435526141,0.0188815531670765,0.0188815531670765,0,4928.08446918002,4928.08446918002,0,inactive_at_baseline,0.15,0.15
baseline,Central African Republic,Male,htn_no_diabetes,2025,2026,2030,1023279,196866.622996662,0.254410682726743,0.0113147426240444,0.0113147426240444,0,2227.49517047201,2227.49517047201,0,inactive_at_baseline,0.15,0.15
baseline,Chad,Female,htn_no_diabetes,2025,2026,2030,4796415,1120021.13766975,0.23183112488282,0.093661496995815,0.093661496995815,0,104902.856421105,104902.856421105,0,inactive_at_baseline,0.15,0.15
baseline,Chad,Male,htn_no_diabetes,2025,2026,2030,4708514,1000660.57272875,0.187383149158477,0.0624266518497673,0.0624266518497673,0,62467.8891935267,62467.8891935267,0,inactive_at_baseline,0.15,0.15
baseline,Chile,Female,htn_no_diabetes,2025,2026,2030,7894715.5,1788841.51388559,0.348833623919168,0.36580439624623,0.36580439624623,0,654366.089967111,654366.089967111,0,inactive_at_baseline,0.15,0.15
baseline,Chile,Male,htn_no_diabetes,2025,2026,2030,7695890.5,2125482.39114202,0.287596475883708,0.223607807723518,0.223607807723518,0,475274.457838207,475274.457838207,0,inactive_at_baseline,0.15,0.15
baseline,China,Female,htn_no_diabetes,2025,2026,2030,561666473.5,112039071.494368,0.279017013042484,0.136267154715485,0.136267154715485,0,15267245.4895024,15267245.4895024,0,inactive_at_baseline,0.15,0.15
baseline,China,Male,htn_no_diabetes,2025,2026,2030,567724824.5,138055481.0977,0.211370620410247,0.107311200727386,0.107311200727386,0,14814899.4435911,14814899.4435911,0,inactive_at_baseline,0.15,0.15
baseline,Colombia,Female,htn_no_diabetes,2025,2026,2030,20313225.5,4031543.73239613,0.310723657653871,0.363357975437904,0.363357975437904,0,1464893.56849283,1464893.56849283,0,inactive_at_baseline,0.15,0.15
baseline,Colombia,Male,htn_no_diabetes,2025,2026,2030,19322909,4071535.62934468,0.255416227628668,0.201408012490324,0.201408012490324,0,820039.898889851,820039.898889851,0,inactive_at_baseline,0.15,0.15
